Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"NKRF","NFKB Repressing Factor","Protein Coding","35","GC0XM119588","2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKRF"
"MUC6","Mucin 6, Oligomeric Mucus/Gel-Forming","Protein Coding","38","GC11M001002","2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC6"
"MYBPC1","Myosin Binding Protein C1","Protein Coding","43","GC12P101568","2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYBPC1"
"CIB1","Calcium And Integrin Binding 1","Protein Coding","42","GC15M090229","2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIB1"
"POU2AF1","POU Class 2 Homeobox Associating Factor 1","Protein Coding","38","GC11M111352","2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU2AF1"
"CAMK4","Calcium/Calmodulin Dependent Protein Kinase IV","Protein Coding","46","GC05P111223","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK4"
"NDUFA5","NADH:Ubiquinone Oxidoreductase Subunit A5","Protein Coding","41","GC07M123536","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA5"
"FUCA1","Alpha-L-Fucosidase 1","Protein Coding","46","GC01M023845","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUCA1"
"DANCR","Differentiation Antagonizing Non-Protein Coding RNA","RNA Gene","19","GC04P052712","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DANCR"
"EPHB1","EPH Receptor B1","Protein Coding","47","GC03P134598","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB1"
"DLL1","Delta Like Canonical Notch Ligand 1","Protein Coding","45","GC06M170282","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL1"
"RBX1","Ring-Box 1","Protein Coding","42","GC22P040951","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBX1"
"DDHD2","DDHD Domain Containing 2","Protein Coding","40","GC08P038208","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDHD2"
"OTUD6B","OTU Deubiquitinase 6B","Protein Coding","39","GC08P091070","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD6B"
"TRAPPC3","Trafficking Protein Particle Complex 3","Protein Coding","39","GC01M036136","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC3"
"GLUD2","Glutamate Dehydrogenase 2","Protein Coding","40","GC0XP121047","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUD2"
"CD70","CD70 Molecule","Protein Coding","43","GC19M006583","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD70"
"FBN2","Fibrillin 2","Protein Coding","42","GC05M128257","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN2"
"CYTOR","Cytoskeleton Regulator RNA","RNA Gene","15","GC02P087457","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTOR"
"FNDC5","Fibronectin Type III Domain Containing 5","Protein Coding","34","GC01M032864","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC5"
"RRAS","RAS Related","Protein Coding","43","GC19M049635","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRAS"
"VPS41","VPS41 Subunit Of HOPS Complex","Protein Coding","38","GC07M038730","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS41"
"CLEC4M","C-Type Lectin Domain Family 4 Member M","Protein Coding","39","GC19P007763","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC4M"
"PNPLA1","Patatin Like Phospholipase Domain Containing 1","Protein Coding","36","GC06P046050","1.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA1"
"CPNE1","Copine 1","Protein Coding","39","GC20M035626","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPNE1"
"HOXB1","Homeobox B1","Protein Coding","43","GC17M048528","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXB1"
"RAD51B","RAD51 Paralog B","Protein Coding","37","GC14P067819","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51B"
"TAP1","Transporter 1, ATP Binding Cassette Subfamily B Member","Protein Coding","47","GC06M032866","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAP1"
"MSLN","Mesothelin","Protein Coding","41","GC16P001255","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSLN"
"PLCE1","Phospholipase C Epsilon 1","Protein Coding","44","GC10P093993","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCE1"
"MPG","N-Methylpurine DNA Glycosylase","Protein Coding","41","GC16P001209","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPG"
"RPN1","Ribophorin I","Protein Coding","42","GC03M128619","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPN1"
"KCNJ10","Potassium Inwardly Rectifying Channel Subfamily J Member 10","Protein Coding","45","GC01M159998","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ10"
"UGT2B15","UDP Glucuronosyltransferase Family 2 Member B15","Protein Coding","42","GC04M068646","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2B15"
"ARF6","ADP Ribosylation Factor 6","Protein Coding","45","GC14P049895","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARF6"
"MIR26B","MicroRNA 26b","RNA Gene","19","GC02P218402","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26B"
"PIP5K1B","Phosphatidylinositol-4-Phosphate 5-Kinase Type 1 Beta","Protein Coding","42","GC09P068705","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP5K1B"
"P3H4","Prolyl 3-Hydroxylase Family Member 4 (Inactive)","Protein Coding","32","GC17M041801","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P3H4"
"UBE4A","Ubiquitination Factor E4A","Protein Coding","39","GC11P118359","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE4A"
"ATP2B3","ATPase Plasma Membrane Ca2+ Transporting 3","Protein Coding","46","GC0XP153517","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2B3"
"FZD2","Frizzled Class Receptor 2","Protein Coding","47","GC17P044557","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD2"
"MFF","Mitochondrial Fission Factor","Protein Coding","38","GC02P227325","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFF"
"TNNT1","Troponin T1, Slow Skeletal Type","Protein Coding","43","GC19M055132","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNT1"
"KCNC3","Potassium Voltage-Gated Channel Subfamily C Member 3","Protein Coding","43","GC19M050314","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNC3"
"ASNS","Asparagine Synthetase (Glutamine-Hydrolyzing)","Protein Coding","46","GC07M097854","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASNS"
"OTOG","Otogelin","Protein Coding","32","GC11P017530","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTOG"
"FUZ","Fuzzy Planar Cell Polarity Protein","Protein Coding","38","GC19M049806","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUZ"
"PER1","Period Circadian Regulator 1","Protein Coding","42","GC17M008761","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PER1"
"DEPDC5","DEP Domain Containing 5, GATOR1 Subcomplex Subunit","Protein Coding","40","GC22P031753","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEPDC5"
"TNFRSF14","TNF Receptor Superfamily Member 14","Protein Coding","43","GC01P002555","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF14"
"IGKC","Immunoglobulin Kappa Constant","Protein Coding","32","GC02M089081","1.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGKC"
"MIR494","MicroRNA 494","RNA Gene","15","GC14P104471","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR494"
"PARN","Poly(A)-Specific Ribonuclease","Protein Coding","46","GC16M014435","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARN"
"TACR2","Tachykinin Receptor 2","Protein Coding","43","GC10M069403","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR2"
"RCAN1","Regulator Of Calcineurin 1","Protein Coding","42","GC21M034513","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCAN1"
"ARX","Aristaless Related Homeobox","Protein Coding","42","GC0XM025021","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARX"
"NDUFAF4","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 4","Protein Coding","42","GC06M096889","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF4"
"ATP11B","ATPase Phospholipid Transporting 11B (Putative)","Protein Coding","39","GC03P182793","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP11B"
"UBE2C","Ubiquitin Conjugating Enzyme E2 C","Protein Coding","46","GC20P045812","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2C"
"ORM1","Orosomucoid 1","Protein Coding","39","GC09P114323","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORM1"
"GGT2","Gamma-Glutamyltransferase 2","Protein Coding","31","GC22M021207","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT2"
"EEA1","Early Endosome Antigen 1","Protein Coding","43","GC12M092770","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEA1"
"EPHA3","EPH Receptor A3","Protein Coding","45","GC03P089077","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA3"
"IFNL3","Interferon Lambda 3","Protein Coding","34","GC19M039243","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL3"
"TBC1D5","TBC1 Domain Family Member 5","Protein Coding","36","GC03M017157","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D5"
"NDUFV2","NADH:Ubiquinone Oxidoreductase Core Subunit V2","Protein Coding","45","GC18P009092","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFV2"
"ADH5","Alcohol Dehydrogenase 5 (Class III), Chi Polypeptide","Protein Coding","46","GC04M099070","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH5"
"CYBRD1","Cytochrome B Reductase 1","Protein Coding","40","GC02P171522","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBRD1"
"RAP1A","RAP1A, Member Of RAS Oncogene Family","Protein Coding","47","GC01P111542","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1A"
"UHRF1","Ubiquitin Like With PHD And Ring Finger Domains 1","Protein Coding","39","GC19P004910","1.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UHRF1"
"GOLPH3","Golgi Phosphoprotein 3","Protein Coding","39","GC05M032124","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLPH3"
"CHRNG","Cholinergic Receptor Nicotinic Gamma Subunit","Protein Coding","40","GC02P232539","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNG"
"GRIK2","Glutamate Ionotropic Receptor Kainate Type Subunit 2","Protein Coding","46","GC06P101181","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK2"
"ITSN2","Intersectin 2","Protein Coding","39","GC02M024203","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITSN2"
"OBSL1","Obscurin Like Cytoskeletal Adaptor 1","Protein Coding","38","GC02M219550","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OBSL1"
"TDO2","Tryptophan 2,3-Dioxygenase","Protein Coding","45","GC04P155854","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDO2"
"IHH","Indian Hedgehog Signaling Molecule","Protein Coding","47","GC02M219054","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IHH"
"RPGRIP1","RPGR Interacting Protein 1","Protein Coding","39","GC14P021288","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPGRIP1"
"PDHA1","Pyruvate Dehydrogenase E1 Subunit Alpha 1","Protein Coding","49","GC0XP019343","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHA1"
"CPE","Carboxypeptidase E","Protein Coding","45","GC04P165361","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPE"
"PSMD7","Proteasome 26S Subunit, Non-ATPase 7","Protein Coding","42","GC16P074296","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD7"
"FCGR1A","Fc Fragment Of IgG Receptor Ia","Protein Coding","41","GC01P149754","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR1A"
"CERS3","Ceramide Synthase 3","Protein Coding","39","GC15M102803","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERS3"
"AHDC1","AT-Hook DNA Binding Motif Containing 1","Protein Coding","36","GC01M027546","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHDC1"
"CLDN3","Claudin 3","Protein Coding","40","GC07M073768","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN3"
"LAMA1","Laminin Subunit Alpha 1","Protein Coding","45","GC18M006941","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA1"
"DEK","DEK Proto-Oncogene","Protein Coding","40","GC06M018224","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEK"
"ACVR2A","Activin A Receptor Type 2A","Protein Coding","45","GC02P147844","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR2A"
"UBE2N","Ubiquitin Conjugating Enzyme E2 N","Protein Coding","47","GC12M093406","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2N"
"VAV1","Vav Guanine Nucleotide Exchange Factor 1","Protein Coding","47","GC19P006772","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAV1"
"CFHR4","Complement Factor H Related 4","Protein Coding","35","GC01P196857","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR4"
"C12orf65","Chromosome 12 Open Reading Frame 65","Protein Coding","36","GC12P123232","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C12orf65"
"ARNTL","Aryl Hydrocarbon Receptor Nuclear Translocator Like","Protein Coding","42","GC11P013276","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARNTL"
"MAML2","Mastermind Like Transcriptional Coactivator 2","Protein Coding","38","GC11M095976","1.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAML2"
"GALR1","Galanin Receptor 1","Protein Coding","42","GC18P077250","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALR1"
"MCM5","Minichromosome Maintenance Complex Component 5","Protein Coding","45","GC22P035400","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM5"
"WBP11","WW Domain Binding Protein 11","Protein Coding","35","GC12M014784","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WBP11"
"IGHM","Immunoglobulin Heavy Constant Mu","Protein Coding","31","GC14M105854","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHM"
"AOC1","Amine Oxidase Copper Containing 1","Protein Coding","40","GC07P150824","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AOC1"
"GNB5","G Protein Subunit Beta 5","Protein Coding","43","GC15M059780","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNB5"
"DDX1","DEAD-Box Helicase 1","Protein Coding","41","GC02P015591","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX1"
"GPR107","G Protein-Coupled Receptor 107","Protein Coding","35","GC09P130053","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR107"
"PTPN1","Protein Tyrosine Phosphatase Non-Receptor Type 1","Protein Coding","50","GC20P050510","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN1"
"RAD54B","RAD54 Homolog B","Protein Coding","42","GC08M094371","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD54B"
"RNF144B","Ring Finger Protein 144B","Protein Coding","36","GC06P018277","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF144B"
"MRGPRX3","MAS Related GPR Family Member X3","Protein Coding","33","GC11P018103","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRGPRX3"
"RAB3GAP2","RAB3 GTPase Activating Non-Catalytic Protein Subunit 2","Protein Coding","39","GC01M220149","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3GAP2"
"CALD1","Caldesmon 1","Protein Coding","42","GC07P134744","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALD1"
"PHF6","PHD Finger Protein 6","Protein Coding","39","GC0XP134373","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF6"
"ZWINT","ZW10 Interacting Kinetochore Protein","Protein Coding","36","GC10M056357","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZWINT"
"KAT2B","Lysine Acetyltransferase 2B","Protein Coding","48","GC03P020081","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT2B"
"ADCY1","Adenylate Cyclase 1","Protein Coding","47","GC07P045580","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY1"
"SON","SON DNA Binding Protein","Protein Coding","40","GC21P033542","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SON"
"SP7","Sp7 Transcription Factor","Protein Coding","41","GC12M053326","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP7"
"F2RL2","Coagulation Factor II Thrombin Receptor Like 2","Protein Coding","41","GC05M076615","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2RL2"
"CD7","CD7 Molecule","Protein Coding","39","GC17M082314","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD7"
"RBP3","Retinol Binding Protein 3","Protein Coding","40","GC10P047348","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP3"
"APOM","Apolipoprotein M","Protein Coding","40","GC06P033408","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOM"
"GCN1","GCN1 Activator Of EIF2AK4","Protein Coding","28","GC12M120128","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCN1"
"NAA10","N-Alpha-Acetyltransferase 10, NatA Catalytic Subunit","Protein Coding","41","GC0XM153929","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAA10"
"ALOX12B","Arachidonate 12-Lipoxygenase, 12R Type","Protein Coding","42","GC17M008759","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX12B"
"MAP2K5","Mitogen-Activated Protein Kinase Kinase 5","Protein Coding","46","GC15P071835","1.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K5"
"SFMBT1","Scm Like With Four Mbt Domains 1","Protein Coding","36","GC03M052913","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFMBT1"
"ANTXR1","ANTXR Cell Adhesion Molecule 1","Protein Coding","46","GC02P068977","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANTXR1"
"ABCA12","ATP Binding Cassette Subfamily A Member 12","Protein Coding","42","GC02M214931","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA12"
"USF1","Upstream Transcription Factor 1","Protein Coding","43","GC01M161039","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USF1"
"RAD17","RAD17 Checkpoint Clamp Loader Component","Protein Coding","42","GC05P069369","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD17"
"GDI1","GDP Dissociation Inhibitor 1","Protein Coding","43","GC0XP154436","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDI1"
"NDUFAF1","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 1","Protein Coding","41","GC15M041387","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF1"
"SGO2","Shugoshin 2","Protein Coding","30","GC02P200511","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGO2"
"PIGQ","Phosphatidylinositol Glycan Anchor Biosynthesis Class Q","Protein Coding","42","GC16P001238","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGQ"
"CFL1","Cofilin 1","Protein Coding","46","GC11M065823","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFL1"
"BNIPL","BCL2 Interacting Protein Like","Protein Coding","35","GC01P151036","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNIPL"
"BBC3","BCL2 Binding Component 3","Protein Coding","41","GC19M047220","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBC3"
"YIPF2","Yip1 Domain Family Member 2","Protein Coding","34","GC19M010924","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIPF2"
"TPP1","Tripeptidyl Peptidase 1","Protein Coding","42","GC11M006614","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPP1"
"ING1","Inhibitor Of Growth Family Member 1","Protein Coding","44","GC13P110712","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING1"
"CNNM2","Cyclin And CBS Domain Divalent Metal Cation Transport Mediator 2","Protein Coding","41","GC10P102918","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNNM2"
"WASF1","WASP Family Member 1","Protein Coding","43","GC06M110099","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WASF1"
"TMEM97","Transmembrane Protein 97","Protein Coding","35","GC17P028319","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM97"
"LRBA","LPS Responsive Beige-Like Anchor Protein","Protein Coding","41","GC04M150264","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRBA"
"LINC-ROR","Long Intergenic Non-Protein Coding RNA, Regulator Of Reprogramming","RNA Gene","15","GC18M057054","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC-ROR"
"OSTM1","Osteoclastogenesis Associated Transmembrane Protein 1","Protein Coding","39","GC06M108041","1.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSTM1"
"H3-3A","H3.3 Histone A","Protein Coding","34","GC01P226062","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-3A"
"IGF2-AS","IGF2 Antisense RNA","RNA Gene","24","GC11P002140","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2-AS"
"CLDN14","Claudin 14","Protein Coding","43","GC21M036460","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN14"
"RSPH9","Radial Spoke Head Component 9","Protein Coding","37","GC06P046125","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSPH9"
"RTN3","Reticulon 3","Protein Coding","42","GC11P063700","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTN3"
"POLR2A","RNA Polymerase II Subunit A","Protein Coding","44","GC17P007934","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2A"
"CHRNA5","Cholinergic Receptor Nicotinic Alpha 5 Subunit","Protein Coding","45","GC15P078565","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA5"
"CPD","Carboxypeptidase D","Protein Coding","41","GC17P030378","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPD"
"IFI16","Interferon Gamma Inducible Protein 16","Protein Coding","42","GC01P158969","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI16"
"SETDB1","SET Domain Bifurcated Histone Lysine Methyltransferase 1","Protein Coding","42","GC01P150926","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETDB1"
"LRIG2","Leucine Rich Repeats And Immunoglobulin Like Domains 2","Protein Coding","40","GC01P113073","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRIG2"
"YWHAG","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Gamma","Protein Coding","49","GC07M076327","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAG"
"MYOCD","Myocardin","Protein Coding","40","GC17P012665","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOCD"
"DNAI1","Dynein Axonemal Intermediate Chain 1","Protein Coding","41","GC09P034457","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAI1"
"SLC6A8","Solute Carrier Family 6 Member 8","Protein Coding","45","GC0XP153688","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A8"
"GRIN3A","Glutamate Ionotropic Receptor NMDA Type Subunit 3A","Protein Coding","37","GC09M101569","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN3A"
"BNC2","Basonuclin 2","Protein Coding","39","GC09M016410","1.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNC2"
"FKBP14","FKBP Prolyl Isomerase 14","Protein Coding","40","GC07M030010","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP14"
"LECT2","Leukocyte Cell Derived Chemotaxin 2","Protein Coding","37","GC05M135922","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LECT2"
"PER3","Period Circadian Regulator 3","Protein Coding","43","GC01P007785","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PER3"
"NEK2","NIMA Related Kinase 2","Protein Coding","50","GC01M211658","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK2"
"PPP1CA","Protein Phosphatase 1 Catalytic Subunit Alpha","Protein Coding","48","GC11M067415","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1CA"
"PRMT1","Protein Arginine Methyltransferase 1","Protein Coding","48","GC19P049675","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT1"
"KCTD6","Potassium Channel Tetramerization Domain Containing 6","Protein Coding","34","GC03P058452","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD6"
"ATP2B1","ATPase Plasma Membrane Ca2+ Transporting 1","Protein Coding","44","GC12M089588","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2B1"
"TMEM230","Transmembrane Protein 230","Protein Coding","36","GC20M005069","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM230"
"EDA","Ectodysplasin A","Protein Coding","42","GC0XP069618","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDA"
"TTC21B","Tetratricopeptide Repeat Domain 21B","Protein Coding","38","GC02M165905","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC21B"
"RUNX1T1","RUNX1 Partner Transcriptional Co-Repressor 1","Protein Coding","40","GC08M091954","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1T1"
"SUN1","Sad1 And UNC84 Domain Containing 1","Protein Coding","37","GC07P000857","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUN1"
"IRS4","Insulin Receptor Substrate 4","Protein Coding","38","GC0XM108720","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS4"
"GLI2","GLI Family Zinc Finger 2","Protein Coding","48","GC02P120735","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLI2"
"MUC5B","Mucin 5B, Oligomeric Mucus/Gel-Forming","Protein Coding","42","GC11P001244","1.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC5B"
