Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"ABCC2","ATP Binding Cassette Subfamily C Member 2","Protein Coding","47","GC10P099782","2.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC2"
"IL6ST","Interleukin 6 Signal Transducer","Protein Coding","46","GC05M055935","2.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6ST"
"VPS33B","VPS33B Late Endosome And Lysosome Associated","Protein Coding","41","GC15M090998","2.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS33B"
"EIF2S1","Eukaryotic Translation Initiation Factor 2 Subunit Alpha","Protein Coding","45","GC14P067359","2.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S1"
"PRPS1L1","Phosphoribosyl Pyrophosphate Synthetase 1 Like 1","Protein Coding","36","GC07M018026","2.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPS1L1"
"RSF1","Remodeling And Spacing Factor 1","Protein Coding","35","GC11M077659","2.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSF1"
"COG4","Component Of Oligomeric Golgi Complex 4","Protein Coding","40","GC16M070482","2.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG4"
"TEC","Tec Protein Tyrosine Kinase","Protein Coding","46","GC04M048137","2.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEC"
"FBP1","Fructose-Bisphosphatase 1","Protein Coding","49","GC09M094603","2.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBP1"
"G6PC","Glucose-6-Phosphatase Catalytic Subunit","Protein Coding","43","GC17P042900","2.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC"
"NDUFA10","NADH:Ubiquinone Oxidoreductase Subunit A10","Protein Coding","43","GC02M239893","2.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA10"
"BECN1","Beclin 1","Protein Coding","46","GC17M042810","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BECN1"
"C4BPB","Complement Component 4 Binding Protein Beta","Protein Coding","39","GC01P207088","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4BPB"
"SOCS1","Suppressor Of Cytokine Signaling 1","Protein Coding","43","GC16M011255","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS1"
"PDHA1","Pyruvate Dehydrogenase E1 Subunit Alpha 1","Protein Coding","49","GC0XP019343","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHA1"
"HS3ST3B1","Heparan Sulfate-Glucosamine 3-Sulfotransferase 3B1","Protein Coding","39","GC17P014301","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS3ST3B1"
"NUB1","Negative Regulator Of Ubiquitin Like Proteins 1","Protein Coding","37","GC07P151341","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUB1"
"DNAJA2","DnaJ Heat Shock Protein Family (Hsp40) Member A2","Protein Coding","39","GC16M046955","2.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA2"
"POLA1","DNA Polymerase Alpha 1, Catalytic Subunit","Protein Coding","46","GC0XP024693","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLA1"
"TMPO","Thymopoietin","Protein Coding","44","GC12P098515","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPO"
"TRMT61B","TRNA Methyltransferase 61B","Protein Coding","33","GC02M028814","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT61B"
"HCK","HCK Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","49","GC20P032052","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCK"
"PEX7","Peroxisomal Biogenesis Factor 7","Protein Coding","43","GC06P136822","2.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX7"
"DGUOK","Deoxyguanosine Kinase","Protein Coding","44","GC02P073926","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGUOK"
"HLA-DQA2","Major Histocompatibility Complex, Class II, DQ Alpha 2","Protein Coding","37","GC06P032741","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQA2"
"FMR1","FMRP Translational Regulator 1","Protein Coding","45","GC0XP147912","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMR1"
"RGS2","Regulator Of G Protein Signaling 2","Protein Coding","43","GC01P192809","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS2"
"EFNB2","Ephrin B2","Protein Coding","44","GC13M106489","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFNB2"
"MIR181B1","MicroRNA 181b-1","RNA Gene","18","GC01M198858","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181B1"
"HCFC1","Host Cell Factor C1","Protein Coding","46","GC0XM153947","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCFC1"
"NDUFA12","NADH:Ubiquinone Oxidoreductase Subunit A12","Protein Coding","44","GC12M094898","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA12"
"ACADM","Acyl-CoA Dehydrogenase Medium Chain","Protein Coding","46","GC01P075724","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACADM"
"CKS1B","CDC28 Protein Kinase Regulatory Subunit 1B","Protein Coding","42","GC01P154974","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKS1B"
"ABCC4","ATP Binding Cassette Subfamily C Member 4","Protein Coding","45","GC13M095019","2.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC4"
"CCNB2","Cyclin B2","Protein Coding","44","GC15P059105","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNB2"
"NDUFB11","NADH:Ubiquinone Oxidoreductase Subunit B11","Protein Coding","39","GC0XM047142","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB11"
"MRPL12","Mitochondrial Ribosomal Protein L12","Protein Coding","38","GC17P081704","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL12"
"CS","Citrate Synthase","Protein Coding","44","GC12M056271","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CS"
"LRPPRC","Leucine Rich Pentatricopeptide Repeat Containing","Protein Coding","42","GC02M043850","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRPPRC"
"WWC1","WW And C2 Domain Containing 1","Protein Coding","42","GC05P168291","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWC1"
"STEAP1","STEAP Family Member 1","Protein Coding","39","GC07P090154","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEAP1"
"P2RX7","Purinergic Receptor P2X 7","Protein Coding","45","GC12P122630","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RX7"
"DLK1","Delta Like Non-Canonical Notch Ligand 1","Protein Coding","44","GC14P104336","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLK1"
"CSNK2A1","Casein Kinase 2 Alpha 1","Protein Coding","51","GC20M000472","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A1"
"DNMT3L","DNA Methyltransferase 3 Like","Protein Coding","42","GC21M044246","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3L"
"SPTBN2","Spectrin Beta, Non-Erythrocytic 2","Protein Coding","42","GC11M066684","2.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTBN2"
"SF3B2","Splicing Factor 3b Subunit 2","Protein Coding","38","GC11P066050","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B2"
"SIN3A","SIN3 Transcription Regulator Family Member A","Protein Coding","46","GC15M075369","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIN3A"
"WAPL","WAPL Cohesin Release Factor","Protein Coding","31","GC10M086436","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WAPL"
"ZNF106","Zinc Finger Protein 106","Protein Coding","34","GC15M042412","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF106"
"NDUFA4","NDUFA4 Mitochondrial Complex Associated","Protein Coding","41","GC07M010938","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA4"
"CBX3","Chromobox 3","Protein Coding","42","GC07P026201","2.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX3"
"PGAM1","Phosphoglycerate Mutase 1","Protein Coding","43","GC10P097426","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM1"
"TIRAP","TIR Domain Containing Adaptor Protein","Protein Coding","42","GC11P126282","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIRAP"
"HMOX2","Heme Oxygenase 2","Protein Coding","47","GC16P004474","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX2"
"FHL2","Four And A Half LIM Domains 2","Protein Coding","45","GC02M105343","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL2"
"UBXN2A","UBX Domain Protein 2A","Protein Coding","34","GC02P023927","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBXN2A"
"CHTF18","Chromosome Transmission Fidelity Factor 18","Protein Coding","36","GC16P001260","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHTF18"
"AFG3L2","AFG3 Like Matrix AAA Peptidase Subunit 2","Protein Coding","44","GC18M012328","2.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFG3L2"
"CPS1","Carbamoyl-Phosphate Synthase 1","Protein Coding","46","GC02P210477","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPS1"
"FARS2","Phenylalanyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","44","GC06P005261","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FARS2"
"MAFG","MAF BZIP Transcription Factor G","Protein Coding","40","GC17M081918","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFG"
"NBEA","Neurobeachin","Protein Coding","39","GC13P034942","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBEA"
"MIR25","MicroRNA 25","RNA Gene","17","GC07M100093","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR25"
"DHODH","Dihydroorotate Dehydrogenase (Quinone)","Protein Coding","45","GC16P072008","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHODH"
"HOXA9","Homeobox A9","Protein Coding","39","GC07M027162","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA9"
"CRIPT","CXXC Repeat Containing Interactor Of PDZ3 Domain","Protein Coding","39","GC02P046581","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRIPT"
"CD99","CD99 Molecule (Xg Blood Group)","Protein Coding","40","GC0XP002691","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD99"
"ZBTB24","Zinc Finger And BTB Domain Containing 24","Protein Coding","39","GC06M109462","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB24"
"ALDH1A1","Aldehyde Dehydrogenase 1 Family Member A1","Protein Coding","47","GC09M072900","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1A1"
"OCLN","Occludin","Protein Coding","45","GC05P069492","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCLN"
"RNF113A","Ring Finger Protein 113A","Protein Coding","36","GC0XM119870","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF113A"
"OAT","Ornithine Aminotransferase","Protein Coding","46","GC10M124397","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OAT"
"MAP4K2","Mitogen-Activated Protein Kinase Kinase Kinase Kinase 2","Protein Coding","46","GC11M064786","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP4K2"
"VPS28","VPS28 Subunit Of ESCRT-I","Protein Coding","39","GC08M144424","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS28"
"SULT1A3","Sulfotransferase Family 1A Member 3","Protein Coding","37","GC16P030199","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT1A3"
"CRKL","CRK Like Proto-Oncogene, Adaptor Protein","Protein Coding","46","GC22P020917","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRKL"
"EIF5A","Eukaryotic Translation Initiation Factor 5A","Protein Coding","43","GC17P007306","2.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5A"
"FGF5","Fibroblast Growth Factor 5","Protein Coding","45","GC04P080266","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF5"
"EP400","E1A Binding Protein P400","Protein Coding","36","GC12P131949","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP400"
"CYP3A5","Cytochrome P450 Family 3 Subfamily A Member 5","Protein Coding","47","GC07M099648","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A5"
"GINS2","GINS Complex Subunit 2","Protein Coding","36","GC16M085676","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GINS2"
"GC","GC Vitamin D Binding Protein","Protein Coding","43","GC04M071741","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GC"
"IDUA","Alpha-L-Iduronidase","Protein Coding","42","GC04P000986","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDUA"
"MAN2B1","Mannosidase Alpha Class 2B Member 1","Protein Coding","45","GC19M012663","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2B1"
"FGB","Fibrinogen Beta Chain","Protein Coding","46","GC04P154564","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGB"
"MIR181A2","MicroRNA 181a-2","RNA Gene","17","GC09P124692","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A2"
"STAT6","Signal Transducer And Activator Of Transcription 6","Protein Coding","50","GC12M057095","2.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT6"
"RAB8A","RAB8A, Member RAS Oncogene Family","Protein Coding","40","GC19P016111","2.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB8A"
"SERPINA7","Serpin Family A Member 7","Protein Coding","39","GC0XM106032","2.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA7"
"ZBTB7A","Zinc Finger And BTB Domain Containing 7A","Protein Coding","36","GC19M004045","2.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB7A"
"BAIAP2","BAR/IMD Domain Containing Adaptor Protein 2","Protein Coding","42","GC17P081035","2.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAIAP2"
"SCN2A","Sodium Voltage-Gated Channel Alpha Subunit 2","Protein Coding","47","GC02P165130","2.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN2A"
"HLA-DRA","Major Histocompatibility Complex, Class II, DR Alpha","Protein Coding","47","GC06P032439","2.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRA"
"FLOT1","Flotillin 1","Protein Coding","41","GC06M030808","2.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLOT1"
"PABPN1","Poly(A) Binding Protein Nuclear 1","Protein Coding","45","GC14P025088","2.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PABPN1"
"ENPP3","Ectonucleotide Pyrophosphatase/Phosphodiesterase 3","Protein Coding","43","GC06P131617","2.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPP3"
"SRPRA","SRP Receptor Subunit Alpha","Protein Coding","30","GC11M126263","2.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPRA"
"OPTN","Optineurin","Protein Coding","44","GC10P013141","2.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPTN"
"TOR1AIP2","Torsin 1A Interacting Protein 2","Protein Coding","34","GC01M181282","2.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOR1AIP2"
"ORM1","Orosomucoid 1","Protein Coding","39","GC09P114323","2.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORM1"
"GYPE","Glycophorin E (MNS Blood Group)","Protein Coding","31","GC04M143870","2.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GYPE"
"IGF2BP3","Insulin Like Growth Factor 2 MRNA Binding Protein 3","Protein Coding","42","GC07M023316","2.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2BP3"
"DAB2","DAB Adaptor Protein 2","Protein Coding","42","GC05M039371","2.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAB2"
"CD244","CD244 Molecule","Protein Coding","43","GC01M160830","2.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD244"
"USP48","Ubiquitin Specific Peptidase 48","Protein Coding","39","GC01M021678","2.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP48"
"NEK8","NIMA Related Kinase 8","Protein Coding","41","GC17P028725","2.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK8"
"UBR2","Ubiquitin Protein Ligase E3 Component N-Recognin 2","Protein Coding","39","GC06P046109","2.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR2"
"TIMM8A","Translocase Of Inner Mitochondrial Membrane 8A","Protein Coding","42","GC0XM101345","2.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM8A"
"HS3ST2","Heparan Sulfate-Glucosamine 3-Sulfotransferase 2","Protein Coding","39","GC16P022814","2.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS3ST2"
"PSPHP1","Phosphoserine Phosphatase Pseudogene 1","Pseudogene","15","GC07P055764","2.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSPHP1"
"MID1","Midline 1","Protein Coding","43","GC0XM010445","2.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MID1"
"ITGA6","Integrin Subunit Alpha 6","Protein Coding","50","GC02P172427","2.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA6"
"ELP1","Elongator Complex Protein 1","Protein Coding","34","GC09M108868","2.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELP1"
"CENPC","Centromere Protein C","Protein Coding","33","GC04M067471","2.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPC"
"PRDM10","PR/SET Domain 10","Protein Coding","34","GC11M129899","2.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM10"
"HLA-DRB5","Major Histocompatibility Complex, Class II, DR Beta 5","Protein Coding","39","GC06M032530","2.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB5"
"PC","Pyruvate Carboxylase","Protein Coding","46","GC11M066848","2.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PC"
"RNF4","Ring Finger Protein 4","Protein Coding","39","GC04P002462","2.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF4"
"USP7","Ubiquitin Specific Peptidase 7","Protein Coding","47","GC16M008892","2.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP7"
"MATK","Megakaryocyte-Associated Tyrosine Kinase","Protein Coding","45","GC19M003777","2.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MATK"
"PAM16","Presequence Translocase Associated Motor 16","Protein Coding","36","GC16M004332","2.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAM16"
"CCL27","C-C Motif Chemokine Ligand 27","Protein Coding","37","GC09M034662","2.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL27"
"BTD","Biotinidase","Protein Coding","44","GC03P015621","2.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTD"
"HS3ST3A1","Heparan Sulfate-Glucosamine 3-Sulfotransferase 3A1","Protein Coding","37","GC17M013494","2.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS3ST3A1"
"H2AZ1","H2A.Z Variant Histone 1","Protein Coding","33","GC04M099949","2.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AZ1"
"LGALS1","Galectin 1","Protein Coding","43","GC22P037675","2.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS1"
"L1CAM","L1 Cell Adhesion Molecule","Protein Coding","46","GC0XM153864","2.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=L1CAM"
"SALL1","Spalt Like Transcription Factor 1","Protein Coding","44","GC16M051135","2.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SALL1"
"EHHADH","Enoyl-CoA Hydratase And 3-Hydroxyacyl CoA Dehydrogenase","Protein Coding","44","GC03M185190","2.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHHADH"
"GPX8","Glutathione Peroxidase 8 (Putative)","Protein Coding","40","GC05P055160","2.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX8"
"HUWE1","HECT, UBA And WWE Domain Containing E3 Ubiquitin Protein Ligase 1","Protein Coding","45","GC0XM053532","2.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HUWE1"
"MICA","MHC Class I Polypeptide-Related Sequence A","Protein Coding","39","GC06P031399","2.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICA"
"CCR2","C-C Motif Chemokine Receptor 2","Protein Coding","45","GC03P046356","2.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR2"
"CLPB","Caseinolytic Mitochondrial Matrix Peptidase Chaperone Subunit B","Protein Coding","42","GC11M072292","2.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPB"
"GLRA2","Glycine Receptor Alpha 2","Protein Coding","44","GC0XP014457","2.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRA2"
"TRMT10C","TRNA Methyltransferase 10C, Mitochondrial RNase P Subunit","Protein Coding","36","GC03P101561","2.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT10C"
"HESX1","HESX Homeobox 1","Protein Coding","39","GC03M057207","2.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HESX1"
"PHEX","Phosphate Regulating Endopeptidase Homolog X-Linked","Protein Coding","41","GC0XP022032","2.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHEX"
"MIRLET7E","MicroRNA Let-7e","RNA Gene","18","GC19P051722","2.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7E"
"CASC3","CASC3 Exon Junction Complex Subunit","Protein Coding","35","GC17P040140","2.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC3"
"IL37","Interleukin 37","Protein Coding","37","GC02P114902","2.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL37"
"LIG1","DNA Ligase 1","Protein Coding","45","GC19M048115","2.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIG1"
"MYO9B","Myosin IXB","Protein Coding","43","GC19P022222","2.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO9B"
"COMMD1","Copper Metabolism Domain Containing 1","Protein Coding","41","GC02P061888","2.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD1"
"GLRX3","Glutaredoxin 3","Protein Coding","40","GC10P130136","2.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRX3"
"RHOA","Ras Homolog Family Member A","Protein Coding","46","GC03M049359","2.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA"
"ERVK-6","Endogenous Retrovirus Group K Member 6, Envelope","Protein Coding","18","GC07U903184","2.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERVK-6"
"LCT","Lactase","Protein Coding","44","GC02M135787","2.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCT"
"SLC4A2","Solute Carrier Family 4 Member 2","Protein Coding","43","GC07P151057","2.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A2"
"KARS1","Lysyl-TRNA Synthetase 1","Protein Coding","38","GC16M075628","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KARS1"
"HTR3A","5-Hydroxytryptamine Receptor 3A","Protein Coding","46","GC11P113974","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR3A"
"NACA","Nascent Polypeptide Associated Complex Subunit Alpha","Protein Coding","38","GC12M056712","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NACA"
"HIF1AN","Hypoxia Inducible Factor 1 Subunit Alpha Inhibitor","Protein Coding","45","GC10P100529","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1AN"
"SLC25A4","Solute Carrier Family 25 Member 4","Protein Coding","47","GC04P185143","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A4"
"PRDM5","PR/SET Domain 5","Protein Coding","38","GC04M120686","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM5"
"CTTN","Cortactin","Protein Coding","42","GC11P070398","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTTN"
"PMS1","PMS1 Homolog 1, Mismatch Repair System Component","Protein Coding","39","GC02P189784","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMS1"
"ATF7","Activating Transcription Factor 7","Protein Coding","40","GC12M053517","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF7"
"LAMB2","Laminin Subunit Beta 2","Protein Coding","44","GC03M049121","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMB2"
"SMAD9","SMAD Family Member 9","Protein Coding","45","GC13M036844","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD9"
"SFTA3","Surfactant Associated 3","RNA Gene","31","GC14M036474","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTA3"
"CXXC1","CXXC Finger Protein 1","Protein Coding","40","GC18M050282","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXXC1"
"CRYBB1","Crystallin Beta B1","Protein Coding","38","GC22M026599","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYBB1"
"POLR2C","RNA Polymerase II Subunit C","Protein Coding","41","GC16P057462","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2C"
"PRKAA2","Protein Kinase AMP-Activated Catalytic Subunit Alpha 2","Protein Coding","50","GC01P056645","2.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAA2"
"SMARCD3","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily D, Member 3","Protein Coding","41","GC07M151238","2.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCD3"
"MRPL28","Mitochondrial Ribosomal Protein L28","Protein Coding","37","GC16M000357","2.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL28"
"CCNDBP1","Cyclin D1 Binding Protein 1","Protein Coding","36","GC15P043185","2.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNDBP1"
"HLA-DRB3","Major Histocompatibility Complex, Class II, DR Beta 3","Protein Coding","27","GC06Mn03715","2.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB3"
"RAPGEF1","Rap Guanine Nucleotide Exchange Factor 1","Protein Coding","42","GC09M131576","2.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPGEF1"
"CD177","CD177 Molecule","Protein Coding","38","GC19P043353","2.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD177"
"CDX2","Caudal Type Homeobox 2","Protein Coding","43","GC13M027962","2.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDX2"
"PUM3","Pumilio RNA Binding Family Member 3","Protein Coding","28","GC09M002721","2.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUM3"
